Date,Site Name,Total Gas Production,Gas Sales
2/8/2021,BARRICADE 21-11N1MH,247.53,0
2/8/2021,BARRICADE 22-06 CP,524.75,0
2/8/2021,BARRICADE 22-06-4H,382,0
2/8/2021,BARRICADE 22-06-5H,233.64,0
2/8/2021,BARRICADE 23-31 CP,846.93,0
2/8/2021,BARRICADE 23-31-2H,152.9,0
2/8/2021,BARRICADE 23-31-3H,756.14,0
2/8/2021,BARRICADE 24-36 CP,1054,0
2/8/2021,BARRICADE 24-36S1LH,302.46,0
2/8/2021,BARRICADE 24-36S2MH,698.91,0
2/8/2021,BARRICADE 32NE-6D,169.09,169.09
2/8/2021,BARRICADE 34-24V,119,0
2/8/2021,BARRICADE 41-01,100,0
2/8/2021,BARRICADE 41-6 5 CP,1695.56,0
2/8/2021,BARRICADE 41-6S1LH,847.89,0
2/8/2021,BARRICADE 41-6S1MH,732.78,0
2/8/2021,BARRICADE 41SW-6D,80.58,0
2/8/2021,BARRICADE 41SW/32NE TB,,
2/8/2021,BARRICADE UNIT 14-01 CP,651.91,0
2/8/2021,BARRICADE UNIT 14-01H,609.88,0
2/8/2021,BARRICADE UNIT 24-36,136.74,0
2/8/2021,BARRICADE UNIT 33-12,115,115
2/8/2021,BARRICADE UNIT 44-1 SWD INFO ONLY,0,0
2/8/2021,CEPO FEDERAL 20-17,1079.82,0
2/8/2021,CEPO FEDERAL 23-7,148.63,0
2/8/2021,CEPO FEDERAL 3-19ST,0,0
2/8/2021,ENDURANCE 11-21-1V,61,0
2/8/2021,ENDURANCE 1595 S29-18V,335.91,0
2/8/2021,ENDURANCE 1595 S29-29V,142.09,0
2/8/2021,ENDURANCE 1595 S32-13V,182.18,0
2/8/2021,ENDURANCE 1595 S32-19V,191.96,0
2/8/2021,ENDURANCE 1595 S32-21V,158.27,0
2/8/2021,ENDURANCE 1595 S32-25V,222.7,0
2/8/2021,ENDURANCE 1595 S32-26V,552.67,0
2/8/2021,ENDURANCE 1595-S32-29S NW1 CP,1602.79,1472
2/8/2021,ENDURANCE 21-32,3.3,0
2/8/2021,ENDURANCE 41-29S1 CP,876.6,0
2/8/2021,ENDURANCE 41-29S1LH,221.82,0
2/8/2021,ENDURANCE 41-29S1MH,151.17,0
2/8/2021,ENDURANCE 41-29S1UH,596.42,0
2/8/2021,ENDURANCE 42-10 INJ INFO ONLY,,
2/8/2021,ENDURANCE 42-30-1V,91,0
2/8/2021,ENDURANCE 44-32,200.29,0
2/8/2021,ENDURANCE UNIT 23-5,137.56,0
2/8/2021,ENDURANCE UNIT 42-5,155,155
2/8/2021,ENDURANCE UNIT 44-29,100.83,0
2/8/2021,ENDURANCE/WEST SLOPE 32 CP,135,135
2/8/2021,FTUN 1495 S08-23V,1689.21,0
2/8/2021,FTUN 1495 S08-24V,1087.02,0
2/8/2021,FTUN 1495 S08-SW1 CP,5575.33,0
2/8/2021,FTUN 1495 S17-02V,1384.43,0
2/8/2021,FTUN 1495 S17-03V,1321.47,0
2/8/2021,PM-PB-05V-16V CP,641,641
2/8/2021,POLAR BAR 2,248.36,0
2/8/2021,POWDER MOUNTAIN UNIT 34-26X,18.69,18.69
2/8/2021,WEST SLOPE UNIT 33-32,43.97,0
2/9/2021,BARRICADE 11-7,221,221
2/9/2021,BARRICADE 14-01V,133.31,0
2/9/2021,BARRICADE 1496-S26-05V,164.03,164.03
2/9/2021,BARRICADE 1496-S26-16V,206.2,206.2
2/9/2021,BARRICADE 1595-S31 CP,1366.39,0
2/9/2021,BARRICADE 1595-S31-11V,467.12,0
2/9/2021,BARRICADE 1595-S31-16V,959.63,0
2/9/2021,BARRICADE 21-11N1MH,282.13,0
2/9/2021,BARRICADE 22-06 CP,522.53,0
2/9/2021,BARRICADE 22-06-4H,386,0
2/9/2021,BARRICADE 22-06-5H,230.9,0
2/9/2021,BARRICADE 23-31 CP,842.62,0
2/9/2021,BARRICADE 23-31-2H,155.06,0
2/9/2021,BARRICADE 23-31-3H,754.99,0
2/9/2021,BARRICADE 24-36 CP,1031,0
2/9/2021,BARRICADE 24-36S1LH,269.74,0
2/9/2021,BARRICADE 24-36S2MH,694.17,0
2/9/2021,BARRICADE 32NE-6D,168.09,168.09
2/9/2021,BARRICADE 34-24V,124,0
2/9/2021,BARRICADE 41-01,94,0
2/9/2021,BARRICADE 41-6 5 CP,1624.81,0
2/9/2021,BARRICADE 41-6S1LH,821.78,0
2/9/2021,BARRICADE 41-6S1MH,723.97,0
2/9/2021,BARRICADE 41SW-6D,45.18,0
2/9/2021,BARRICADE 41SW/32NE TB,,
2/9/2021,BARRICADE UNIT 14-01 CP,656.65,0
2/9/2021,BARRICADE UNIT 14-01H,606.6,0
2/9/2021,BARRICADE UNIT 24-36,143.39,0
2/9/2021,BARRICADE UNIT 33-12,114,114
2/9/2021,BARRICADE UNIT 44-1 SWD INFO ONLY,0,0
2/9/2021,CEPO FEDERAL 20-17,1108.17,0
2/9/2021,CEPO FEDERAL 23-7,155.24,0
2/9/2021,CEPO FEDERAL 3-19ST,0,0
2/9/2021,ENDURANCE 11-21-1V,47,0
2/9/2021,ENDURANCE 1595 S29-18V,306.49,0
2/9/2021,ENDURANCE 1595 S29-29V,128.09,0
2/9/2021,ENDURANCE 1595 S32-13V,168.9,0
2/9/2021,ENDURANCE 1595 S32-19V,177.93,0
2/9/2021,ENDURANCE 1595 S32-21V,145.52,0
2/9/2021,ENDURANCE 1595 S32-25V,212.21,0
2/9/2021,ENDURANCE 1595 S32-26V,361.53,0
2/9/2021,ENDURANCE 1595-S32-29S NW1 CP,1339.21,1209
2/9/2021,ENDURANCE 21-32,3.35,0
2/9/2021,ENDURANCE 41-29S1 CP,862.7,0
2/9/2021,ENDURANCE 41-29S1LH,238.4,0
2/9/2021,ENDURANCE 41-29S1MH,154.41,0
2/9/2021,ENDURANCE 41-29S1UH,596.15,0
2/9/2021,ENDURANCE 42-10 INJ INFO ONLY,,
2/9/2021,ENDURANCE 42-30-1V,28,0
2/9/2021,ENDURANCE 44-32,190.83,0
2/9/2021,ENDURANCE UNIT 23-5,138.22,0
2/9/2021,ENDURANCE UNIT 42-5,130,130
2/9/2021,ENDURANCE UNIT 44-29,87.33,0
2/9/2021,ENDURANCE/WEST SLOPE 32 CP,134,134
2/9/2021,FTUN 1495 S08-23V,1584.07,0
2/9/2021,FTUN 1495 S08-24V,972.38,0
2/9/2021,FTUN 1495 S08-SW1 CP,5547.17,0
2/9/2021,FTUN 1495 S17-02V,1238.5,0
2/9/2021,FTUN 1495 S17-03V,1188.82,0
2/9/2021,PM-PB-05V-16V CP,425,425
2/9/2021,POLAR BAR 2,257.37,0
2/9/2021,POWDER MOUNTAIN UNIT 34-26X,15.93,15.93
2/9/2021,WEST SLOPE UNIT 33-32,18.12,0
2/10/2021,BARRICADE 11-7,211,211
2/10/2021,BARRICADE 14-01V,95.86,0
2/10/2021,BARRICADE 1496-S26-05V,91.48,91.48
2/10/2021,BARRICADE 1496-S26-16V,128.85,128.85
2/10/2021,BARRICADE 1595-S31 CP,1259.94,0
2/10/2021,BARRICADE 1595-S31-11V,466.93,0
2/10/2021,BARRICADE 1595-S31-16V,865.87,0
2/10/2021,BARRICADE 21-11N1MH,239,0
2/10/2021,BARRICADE 22-06 CP,516.36,0
2/10/2021,BARRICADE 22-06-4H,385,0
2/10/2021,BARRICADE 22-06-5H,231.7,0
2/10/2021,BARRICADE 23-31 CP,797.19,0
2/10/2021,BARRICADE 23-31-2H,151.37,0
2/10/2021,BARRICADE 23-31-3H,725.82,0
2/10/2021,BARRICADE 24-36 CP,1047,0
2/10/2021,BARRICADE 24-36S1LH,322.68,0
2/10/2021,BARRICADE 24-36S2MH,694.63,0
2/10/2021,BARRICADE 32NE-6D,155.66,155.66
2/10/2021,BARRICADE 34-24V,122,0
2/10/2021,BARRICADE 41-01,95,0
2/10/2021,BARRICADE 41-6 5 CP,1583.69,0
2/10/2021,BARRICADE 41-6S1LH,826.31,0
2/10/2021,BARRICADE 41-6S1MH,719.72,0
2/10/2021,BARRICADE 41SW-6D,21.28,0
2/10/2021,BARRICADE 41SW/32NE TB,,
2/10/2021,BARRICADE UNIT 14-01 CP,623.66,0
2/10/2021,BARRICADE UNIT 14-01H,603.45,0
2/10/2021,BARRICADE UNIT 24-36,133.2,0
2/10/2021,BARRICADE UNIT 33-12,124,124
2/10/2021,BARRICADE UNIT 44-1 SWD INFO ONLY,0,0
2/10/2021,CEPO FEDERAL 20-17,1102.24,0
2/10/2021,CEPO FEDERAL 23-7,152.49,0
2/10/2021,CEPO FEDERAL 3-19ST,0,0
2/10/2021,ENDURANCE 11-21-1V,175,0
2/10/2021,ENDURANCE 1595 S29-18V,340.61,0
2/10/2021,ENDURANCE 1595 S29-29V,141.13,0
2/10/2021,ENDURANCE 1595 S32-13V,177.54,0
2/10/2021,ENDURANCE 1595 S32-19V,0,0
2/10/2021,ENDURANCE 1595 S32-21V,168.01,0
2/10/2021,ENDURANCE 1595 S32-25V,230.53,0
2/10/2021,ENDURANCE 1595 S32-26V,333.04,0
2/10/2021,ENDURANCE 1595-S32-29S NW1 CP,1363.95,1229
2/10/2021,ENDURANCE 21-32,4.58,0
2/10/2021,ENDURANCE 41-29S1 CP,862.72,0
2/10/2021,ENDURANCE 41-29S1LH,225.62,0
2/10/2021,ENDURANCE 41-29S1MH,157.72,0
2/10/2021,ENDURANCE 41-29S1UH,598.22,0
2/10/2021,ENDURANCE 42-10 INJ INFO ONLY,,
2/10/2021,ENDURANCE 42-30-1V,99,0
2/10/2021,ENDURANCE 44-32,192.54,0
2/10/2021,ENDURANCE UNIT 23-5,135.32,0
2/10/2021,ENDURANCE UNIT 42-5,162,162
2/10/2021,ENDURANCE UNIT 44-29,86.31,0
2/10/2021,ENDURANCE/WEST SLOPE 32 CP,116,116
2/10/2021,FTUN 1495 S08-23V,1628.78,0
2/10/2021,FTUN 1495 S08-24V,1013.57,0
2/10/2021,FTUN 1495 S08-SW1 CP,5069.01,0
2/10/2021,FTUN 1495 S17-02V,1323.55,0
2/10/2021,FTUN 1495 S17-03V,1172.56,0
2/10/2021,PM-PB-05V-16V CP,367,367
2/10/2021,POLAR BAR 2,214.99,0
2/10/2021,POWDER MOUNTAIN UNIT 34-26X,6.6,6.6
2/10/2021,WEST SLOPE UNIT 33-32,22.85,0
2/11/2021,BARRICADE 11-7,224,224
2/11/2021,BARRICADE 14-01V,73.07,0
2/11/2021,BARRICADE 1496-S26-05V,56.59,56.59
2/11/2021,BARRICADE 1496-S26-16V,89.44,89.44
2/11/2021,BARRICADE 1595-S31 CP,1194.57,0
2/11/2021,BARRICADE 1595-S31-11V,457.4,0
2/11/2021,BARRICADE 1595-S31-16V,805.27,0
2/11/2021,BARRICADE 21-11N1MH,269.09,0
2/11/2021,BARRICADE 22-06 CP,519.87,0
2/11/2021,BARRICADE 22-06-4H,384.78,0
2/11/2021,BARRICADE 22-06-5H,229.25,0
2/11/2021,BARRICADE 23-31 CP,821.2,0
2/11/2021,BARRICADE 23-31-2H,150.8,0
2/11/2021,BARRICADE 23-31-3H,731.7,0
2/11/2021,BARRICADE 24-36 CP,1048,0
2/11/2021,BARRICADE 24-36S1LH,298.48,0
2/11/2021,BARRICADE 24-36S2MH,694.73,0
2/11/2021,BARRICADE 32NE-6D,165.99,165.99
2/11/2021,BARRICADE 34-24V,122,0
2/11/2021,BARRICADE 41-01,97,0
2/11/2021,BARRICADE 41-6 5 CP,1589.44,0
2/11/2021,BARRICADE 41-6S1LH,837.2,0
2/11/2021,BARRICADE 41-6S1MH,719.67,0
2/11/2021,BARRICADE 41SW-6D,0,0
2/11/2021,BARRICADE 41SW/32NE TB,,
2/11/2021,BARRICADE UNIT 14-01 CP,596.74,0
2/11/2021,BARRICADE UNIT 14-01H,602.05,0
2/11/2021,BARRICADE UNIT 24-36,140.5,0
2/11/2021,BARRICADE UNIT 33-12,123,123
2/11/2021,BARRICADE UNIT 44-1 SWD INFO ONLY,0,0
2/11/2021,CEPO FEDERAL 20-17,1091.81,0
2/11/2021,CEPO FEDERAL 23-7,155.58,0
2/11/2021,CEPO FEDERAL 3-19ST,0,0
2/11/2021,ENDURANCE 11-21-1V,150,0
2/11/2021,ENDURANCE 1595 S29-18V,330.44,0
2/11/2021,ENDURANCE 1595 S29-29V,140.04,0
2/11/2021,ENDURANCE 1595 S32-13V,167.42,0
2/11/2021,ENDURANCE 1595 S32-19V,194.8,0
2/11/2021,ENDURANCE 1595 S32-21V,154.12,0
2/11/2021,ENDURANCE 1595 S32-25V,226.11,0
2/11/2021,ENDURANCE 1595 S32-26V,626.98,0
2/11/2021,ENDURANCE 1595-S32-29S NW1 CP,1636.37,1502
2/11/2021,ENDURANCE 21-32,6.07,0
2/11/2021,ENDURANCE 41-29S1 CP,860,0
2/11/2021,ENDURANCE 41-29S1LH,219.87,0
2/11/2021,ENDURANCE 41-29S1MH,159.55,0
2/11/2021,ENDURANCE 41-29S1UH,597.56,0
2/11/2021,ENDURANCE 42-10 INJ INFO ONLY,,
2/11/2021,ENDURANCE 42-30-1V,43,0
2/11/2021,ENDURANCE 44-32,190.91,0
2/11/2021,ENDURANCE UNIT 23-5,147.2,0
2/11/2021,ENDURANCE UNIT 42-5,166,166
2/11/2021,ENDURANCE UNIT 44-29,31.8,0
2/11/2021,ENDURANCE/WEST SLOPE 32 CP,151,151
2/11/2021,FTUN 1495 S08-23V,1690.75,0
2/11/2021,FTUN 1495 S08-24V,1074.02,0
2/11/2021,FTUN 1495 S08-SW1 CP,5238.8,0
2/11/2021,FTUN 1495 S17-02V,1406.48,0
2/11/2021,FTUN 1495 S17-03V,1327.94,0
2/11/2021,PM-PB-05V-16V CP,724,724
2/11/2021,POLAR BAR 2,199.83,0
2/11/2021,POWDER MOUNTAIN UNIT 34-26X,0.07,0.07
2/11/2021,WEST SLOPE UNIT 33-32,0,0
2/12/2021,BARRICADE 11-7,207,207
2/12/2021,BARRICADE 14-01V,126.23,0
2/12/2021,BARRICADE 1496-S26-05V,174.96,174.96
2/12/2021,BARRICADE 1496-S26-16V,205.79,205.79
2/12/2021,BARRICADE 1595-S31 CP,1343.77,0
2/12/2021,BARRICADE 1595-S31-11V,465.74,0
2/12/2021,BARRICADE 1595-S31-16V,937.35,0
2/12/2021,BARRICADE 21-11N1MH,264.95,0
2/12/2021,BARRICADE 22-06 CP,518.47,0
2/12/2021,BARRICADE 22-06-4H,385.25,0
2/12/2021,BARRICADE 22-06-5H,226.43,0
2/12/2021,BARRICADE 23-31 CP,845.85,0
2/12/2021,BARRICADE 23-31-2H,142.12,0
2/12/2021,BARRICADE 23-31-3H,772.91,0
2/12/2021,BARRICADE 24-36 CP,1042,0
2/12/2021,BARRICADE 24-36S1LH,295.79,0
2/12/2021,BARRICADE 24-36S2MH,700.12,0
2/12/2021,BARRICADE 32NE-6D,151.14,151.14
2/12/2021,BARRICADE 34-24V,126,0
2/12/2021,BARRICADE 41-01,90,0
2/12/2021,BARRICADE 41-6 5 CP,1619.62,0
2/12/2021,BARRICADE 41-6S1LH,834.15,0
2/12/2021,BARRICADE 41-6S1MH,726.26,0
2/12/2021,BARRICADE 41SW-6D,43.87,0
2/12/2021,BARRICADE 41SW/32NE TB,,
2/12/2021,BARRICADE UNIT 14-01 CP,642.6,0
2/12/2021,BARRICADE UNIT 14-01H,602.42,0
2/12/2021,BARRICADE UNIT 24-36,137.94,0
2/12/2021,BARRICADE UNIT 33-12,125,125
2/12/2021,BARRICADE UNIT 44-1 SWD INFO ONLY,0,0
2/12/2021,CEPO FEDERAL 20-17,1087.1,0
2/12/2021,CEPO FEDERAL 23-7,157,0
2/12/2021,CEPO FEDERAL 3-19ST,0,0
2/12/2021,ENDURANCE 11-21-1V,236,0
2/12/2021,ENDURANCE 1595 S29-18V,331.7,0
2/12/2021,ENDURANCE 1595 S29-29V,134.82,0
2/12/2021,ENDURANCE 1595 S32-13V,184.21,0
2/12/2021,ENDURANCE 1595 S32-19V,182.47,0
2/12/2021,ENDURANCE 1595 S32-21V,172.01,0
2/12/2021,ENDURANCE 1595 S32-25V,226.97,0
2/12/2021,ENDURANCE 1595 S32-26V,489.25,0
2/12/2021,ENDURANCE 1595-S32-29S NW1 CP,1428.83,1297
2/12/2021,ENDURANCE 21-32,6.51,0
2/12/2021,ENDURANCE 41-29S1 CP,853,0
2/12/2021,ENDURANCE 41-29S1LH,217.59,0
2/12/2021,ENDURANCE 41-29S1MH,153.77,0
2/12/2021,ENDURANCE 41-29S1UH,595.86,0
2/12/2021,ENDURANCE 42-10 INJ INFO ONLY,,
2/12/2021,ENDURANCE 42-30-1V,57,0
2/12/2021,ENDURANCE 44-32,183.03,0
2/12/2021,ENDURANCE UNIT 23-5,165.12,0
2/12/2021,ENDURANCE UNIT 42-5,159,159
2/12/2021,ENDURANCE UNIT 44-29,65.85,0
2/12/2021,ENDURANCE/WEST SLOPE 32 CP,126,126
2/12/2021,FTUN 1495 S08-23V,1624.62,0
2/12/2021,FTUN 1495 S08-24V,981.21,0
2/12/2021,FTUN 1495 S08-SW1 CP,5573.43,0
2/12/2021,FTUN 1495 S17-02V,1304.49,0
2/12/2021,FTUN 1495 S17-03V,1240.27,0
2/12/2021,PM-PB-05V-16V CP,420,420
2/12/2021,POLAR BAR 2,259.69,0
2/12/2021,POWDER MOUNTAIN UNIT 34-26X,61.43,61.43
2/12/2021,WEST SLOPE UNIT 33-32,43.04,0
2/13/2021,BARRICADE 11-7,217,217
2/13/2021,BARRICADE 14-01V,81.15,0
2/13/2021,BARRICADE 1496-S26-05V,121.36,121.36
2/13/2021,BARRICADE 1496-S26-16V,85.55,85.55
2/13/2021,BARRICADE 1595-S31 CP,1238.4,0
2/13/2021,BARRICADE 1595-S31-11V,458.43,0
2/13/2021,BARRICADE 1595-S31-16V,846.67,0
2/13/2021,BARRICADE 21-11N1MH,237.43,0
2/13/2021,BARRICADE 22-06 CP,510.49,0
2/13/2021,BARRICADE 22-06-4H,382.82,0
2/13/2021,BARRICADE 22-06-5H,225.8,0
2/13/2021,BARRICADE 23-31 CP,819.68,0
2/13/2021,BARRICADE 23-31-2H,148.6,0
2/13/2021,BARRICADE 23-31-3H,751.36,0
2/13/2021,BARRICADE 24-36 CP,1045,0
2/13/2021,BARRICADE 24-36S1LH,297.69,0
2/13/2021,BARRICADE 24-36S2MH,697.53,0
2/13/2021,BARRICADE 32NE-6D,154.94,154.94
2/13/2021,BARRICADE 34-24V,117,0
2/13/2021,BARRICADE 41-01,88,0
2/13/2021,BARRICADE 41-6 5 CP,1658.54,0
2/13/2021,BARRICADE 41-6S1LH,812.86,0
2/13/2021,BARRICADE 41-6S1MH,733.1,0
2/13/2021,BARRICADE 41SW-6D,80.01,0
2/13/2021,BARRICADE 41SW/32NE TB,,
2/13/2021,BARRICADE UNIT 14-01 CP,611.5,0
2/13/2021,BARRICADE UNIT 14-01H,599.92,0
2/13/2021,BARRICADE UNIT 24-36,136.67,0
2/13/2021,BARRICADE UNIT 33-12,113,113
2/13/2021,BARRICADE UNIT 44-1 SWD INFO ONLY,0,0
2/13/2021,CEPO FEDERAL 20-17,1090.1,0
2/13/2021,CEPO FEDERAL 23-7,155,0
2/13/2021,CEPO FEDERAL 3-19ST,0,0
2/13/2021,ENDURANCE 11-21-1V,360,0
2/13/2021,ENDURANCE 1595 S29-18V,330.82,0
2/13/2021,ENDURANCE 1595 S29-29V,136.53,0
2/13/2021,ENDURANCE 1595 S32-13V,174.31,0
2/13/2021,ENDURANCE 1595 S32-19V,184.44,0
2/13/2021,ENDURANCE 1595 S32-21V,171.76,0
2/13/2021,ENDURANCE 1595 S32-25V,226.72,0
2/13/2021,ENDURANCE 1595 S32-26V,586.67,0
2/13/2021,ENDURANCE 1595-S32-29S NW1 CP,1611.06,1475
2/13/2021,ENDURANCE 21-32,5.2,0
2/13/2021,ENDURANCE 41-29S1 CP,853.76,0
2/13/2021,ENDURANCE 41-29S1LH,222.43,0
2/13/2021,ENDURANCE 41-29S1MH,155.16,0
2/13/2021,ENDURANCE 41-29S1UH,595.22,0
2/13/2021,ENDURANCE 42-10 INJ INFO ONLY,,
2/13/2021,ENDURANCE 42-30-1V,68,0
2/13/2021,ENDURANCE 44-32,190.86,0
2/13/2021,ENDURANCE UNIT 23-5,164.9,0
2/13/2021,ENDURANCE UNIT 42-5,156,156
2/13/2021,ENDURANCE UNIT 44-29,101.15,0
2/13/2021,ENDURANCE/WEST SLOPE 32 CP,138,138
2/13/2021,FTUN 1495 S08-23V,1665.68,0
2/13/2021,FTUN 1495 S08-24V,1048.15,0
2/13/2021,FTUN 1495 S08-SW1 CP,5230.5,0
2/13/2021,FTUN 1495 S17-02V,1365.29,0
2/13/2021,FTUN 1495 S17-03V,1295.35,0
2/13/2021,PM-PB-05V-16V CP,497,497
2/13/2021,POLAR BAR 2,204.57,0
2/13/2021,POWDER MOUNTAIN UNIT 34-26X,14.34,14.34
2/13/2021,WEST SLOPE UNIT 33-32,17.32,0
2/14/2021,BARRICADE 11-7,217,217
2/14/2021,BARRICADE 14-01V,80.78,0
2/14/2021,BARRICADE 1496-S26-05V,133.02,133.02
2/14/2021,BARRICADE 1496-S26-16V,128.31,128.31
2/14/2021,BARRICADE 1595-S31 CP,1307.68,0
2/14/2021,BARRICADE 1595-S31-11V,466.56,0
2/14/2021,BARRICADE 1595-S31-16V,909.48,0
2/14/2021,BARRICADE 21-11N1MH,250.76,0
2/14/2021,BARRICADE 22-06 CP,515.45,0
2/14/2021,BARRICADE 22-06-4H,385.03,0
2/14/2021,BARRICADE 22-06-5H,226.65,0
2/14/2021,BARRICADE 23-31 CP,824.45,0
2/14/2021,BARRICADE 23-31-2H,156.85,0
2/14/2021,BARRICADE 23-31-3H,734.18,0
2/14/2021,BARRICADE 24-36 CP,1212,0
2/14/2021,BARRICADE 24-36S1LH,297.46,0
2/14/2021,BARRICADE 24-36S2MH,696.39,0
2/14/2021,BARRICADE 32NE-6D,162.72,162.72
2/14/2021,BARRICADE 34-24V,120,0
2/14/2021,BARRICADE 41-01,90,0
2/14/2021,BARRICADE 41-6 5 CP,1732.78,0
2/14/2021,BARRICADE 41-6S1LH,820.65,0
2/14/2021,BARRICADE 41-6S1MH,721.27,0
2/14/2021,BARRICADE 41SW-6D,169.97,0
2/14/2021,BARRICADE 41SW/32NE TB,,
2/14/2021,BARRICADE UNIT 14-01 CP,596.52,0
2/14/2021,BARRICADE UNIT 14-01H,603.22,0
2/14/2021,BARRICADE UNIT 24-36,140.87,0
2/14/2021,BARRICADE UNIT 33-12,113,113
2/14/2021,BARRICADE UNIT 44-1 SWD INFO ONLY,0,0
2/14/2021,CEPO FEDERAL 20-17,1087.01,0
2/14/2021,CEPO FEDERAL 23-7,155,0
2/14/2021,CEPO FEDERAL 3-19ST,0,0
2/14/2021,ENDURANCE 11-21-1V,47,0
2/14/2021,ENDURANCE 1595 S29-18V,331.54,0
2/14/2021,ENDURANCE 1595 S29-29V,136.83,0
2/14/2021,ENDURANCE 1595 S32-13V,178.53,0
2/14/2021,ENDURANCE 1595 S32-19V,182.75,0
2/14/2021,ENDURANCE 1595 S32-21V,157.45,0
2/14/2021,ENDURANCE 1595 S32-25V,215.91,0
2/14/2021,ENDURANCE 1595 S32-26V,526.87,0
2/14/2021,ENDURANCE 1595-S32-29S NW1 CP,1311.8,1178
2/14/2021,ENDURANCE 21-32,9.51,0
2/14/2021,ENDURANCE 41-29S1 CP,756.16,0
2/14/2021,ENDURANCE 41-29S1LH,216.37,0
2/14/2021,ENDURANCE 41-29S1MH,118.33,0
2/14/2021,ENDURANCE 41-29S1UH,532.76,0
2/14/2021,ENDURANCE 42-10 INJ INFO ONLY,,
2/14/2021,ENDURANCE 42-30-1V,79,0
2/14/2021,ENDURANCE 44-32,197.61,0
2/14/2021,ENDURANCE UNIT 23-5,149.47,0
2/14/2021,ENDURANCE UNIT 42-5,147,147
2/14/2021,ENDURANCE UNIT 44-29,89.81,0
2/14/2021,ENDURANCE/WEST SLOPE 32 CP,136,136
2/14/2021,FTUN 1495 S08-23V,1665.73,0
2/14/2021,FTUN 1495 S08-24V,1063.48,0
2/14/2021,FTUN 1495 S08-SW1 CP,5463.2,0
2/14/2021,FTUN 1495 S17-02V,1354.44,0
2/14/2021,FTUN 1495 S17-03V,1296.38,0
2/14/2021,PM-PB-05V-16V CP,480,480
2/14/2021,POLAR BAR 2,230.3,0
2/14/2021,POWDER MOUNTAIN UNIT 34-26X,0.1,0.1
2/14/2021,WEST SLOPE UNIT 33-32,22.41,0
2/15/2021,BARRICADE 11-7,210,210
2/15/2021,BARRICADE 14-01V,44.65,0
2/15/2021,BARRICADE 1496-S26-05V,159.85,159.85
2/15/2021,BARRICADE 1496-S26-16V,178.01,178.01
2/15/2021,BARRICADE 1595-S31 CP,1277.48,0
2/15/2021,BARRICADE 1595-S31-11V,450.37,0
2/15/2021,BARRICADE 1595-S31-16V,919.72,0
2/15/2021,BARRICADE 21-11N1MH,244.65,0
2/15/2021,BARRICADE 22-06 CP,504.81,0
